"isReserved","updateRes","OMSCHR","NAAM","vrijwillID","startDate","SugbyINBO","locID","restricties","Sampler","dataset","SystemType","GEBIED","provincie","gemeente","postcode","CATC","VHAG","WVLC","Beheerder","Bhrtel","Bhremail","Longitude","Latitude","OIDN","UIDN","TERRID","NISCODE","NAAM.1","DATPUBLBS","NUMAC","LENGTE","OPPERVL","GEMNAAM"
"FALSE","FALSE",NA,"Abeek",NA,NA,"YES","I_3670_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen","3670","2","9505",NA,"Limburg",NA,"christel.bouchet@limburg.be","5.52136226787471","51.1339158997741","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"FALSE","FALSE","Meeuwen, zijweg Berkenstr., afw weg, Meeuwen-Guitrode","Hommelbeek",NA,NA,"YES","I_3670_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen","3670","2","9630",NA,"Limburg",NA,"christel.bouchet@limburg.be","5.50222749564938","51.1035905025805","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"FALSE","FALSE","Meeuwen; Broekkant","Bullenbeek",NA,NA,"YES","I_3670_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen","3670","2","9594",NA,"Limburg",NA,"christel.bouchet@limburg.be","5.51095514498325","51.0869824033796","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"FALSE","FALSE","Ellikom, Neermolenstraat, begin traject 100 m afw verval aan Neermolen, Xcoördinaat","Abeek",NA,NA,"YES","I_3670_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen","3670","2","9505",NA,"Limburg",NA,"christel.bouchet@limburg.be","5.52140503956525","51.1344908266896","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"FALSE","FALSE","Ellikom, Brogelerweg, einde traject 10m afw brug","Abeek",NA,NA,"YES","I_3670_5",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen","3670","2","9505",NA,"Limburg",NA,"christel.bouchet@limburg.be","5.52133212064562","51.130958559955","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"TRUE","TRUE","begin traject 100m opw molen","Abeek","mznkyti0","15/07/2024","YES","I_3670_6",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen","3670","2","9505",NA,"Limburg",NA,"christel.bouchet@limburg.be","5.51500789564836","51.1244491025758","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"FALSE","FALSE",NA,"Ruiterskuilen","nzzlmmvm",NA,"YES","I_3660_2","te zuur",NA,NA,NA,NA,"Limburg","Oudsbergen","3660",NA,NA,NA,"Jacobs Karen",NA,"recreatie.lim.anb@vlaanderen.be","5.54272679563322","51.0490058026014","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"FALSE","FALSE",NA,"Turfven","nzzlmmvm",NA,"YES","I_3660_3","te zuur",NA,NA,NA,NA,"Limburg","Oudsbergen","3660",NA,NA,NA,"Jacobs Karen",NA,"recreatie.lim.anb@vlaanderen.be","5.54724369563275","51.0553657026","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"FALSE","FALSE",NA,"Watering De Vreenebeek",NA,NA,"YES","I_3670_7",NA,NA,NA,NA,NA,"Limburg","Oudsbergen","3670",NA,NA,NA,NA,NA,NA,"5.51571669564449","51.0899777025861","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"FALSE","FALSE",NA,"Watering De Vreenebeek","nzzlmmvm",NA,"YES","I_3670_8",NA,NA,NA,NA,NA,"Limburg","Oudsbergen","3670","NA","NA",NA,NA,NA,NA,"5.52356509564068","51.073104902592","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
"TRUE","TRUE",NA,NA,"nzzlmmvm",NA,"NO","V_3660_4",NA,NA,NA,NA,NA,"Limburg","Oudsbergen","3660",NA,NA,NA,NA,NA,NA,"5.5861999956194","51.023500002614","310","745","364","72042","Oudsbergen","2018-06-01","2018012105","582081","1163706502","Oudsbergen"
